Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,BbAvH,BbAvD,BbAvA,HValue,AValue,HAcc,AAcc,HConv,AConv,HCurrentPoints,ACurrentPoints,FTHG_5Avg,FTAG_5Avg,HS_5Avg,AS_5Avg,HST_5Avg,AST_5Avg,HAcc_5Avg,AAcc_5Avg,HConv_5Avg,AConv_5Avg,HRating,ARating,Value_Diff,CurrentPoints_Diff,Rating_Diff,FTG_5Avg_Diff,S_5Avg_Diff,ST_5Avg_Diff,Acc_5Avg_Diff,Conv_5Avg_Diff
2014-2015,2014-10-04,Liverpool,West Brom,2,1,H,19,8,7,4,1.43,4.63,7.36,0.0,0.0,0.36842085872586383,0.4999993750007813,0.10526310249310396,0.12499984375019532,7,8,1.2,1.0,16.2,13.0,5.0,3.0,0.31734974874597055,0.23318161352809047,0.0799910300527531,0.05999996000003001,1.274698608,-0.399399124,0.0,-1,1.674097732,0.19999999999999996,3.1999999999999993,2.0,0.08416813521788008,0.01999107005272309
2014-2015,2014-10-04,Hull,Crystal Palace,2,0,H,15,11,2,2,2.07,3.34,3.72,0.0,0.0,0.1333332444445037,0.1818180165290759,0.1333332444445037,0.0,6,8,1.6,1.8,9.8,12.2,3.8,4.6,0.3802016375720637,0.3834123649381011,0.16080791836767844,0.15722208023932946,-0.37492496200000003,-0.37543917600000004,0.0,-2,0.0005142140000000128,-0.19999999999999996,-2.3999999999999986,-0.7999999999999998,-0.0032107273660373914,0.003585838128348978
2014-2015,2014-10-04,Aston Villa,Man City,0,2,A,6,27,1,7,7.25,4.2,1.48,0.0,0.0,0.16666638888935187,0.25925916323734693,0.0,0.07407404663924198,10,11,0.6,2.0,7.6,15.2,1.6,4.8,0.20796506992269145,0.3305553088042138,0.07636352330597518,0.14583321366909052,-0.549673882,1.62516313,0.0,-1,-2.1748370120000002,-1.4,-7.6,-3.1999999999999997,-0.12259023888152235,-0.06946969036311534
2014-2015,2014-10-05,Chelsea,Arsenal,2,0,H,5,10,3,0,1.66,3.83,5.4,0.0,0.0,0.5999988000024,0.0,0.39999920000160005,0.0,16,10,3.2,1.8,18.2,15.4,7.4,4.8,0.43026036022698905,0.31782028220199665,0.21102829804235007,0.144935770630803,1.100271075,0.6746014779999999,0.0,6,0.42566959700000007,1.4000000000000001,2.799999999999999,2.6000000000000005,0.1124400780249924,0.06609252741154706
2014-2015,2014-10-05,Man United,Everton,2,1,H,15,10,4,6,1.65,3.9,5.26,0.0,0.0,0.2666664888890074,0.5999994000006,0.1333332444445037,0.0999999000001,8,6,2.0,2.0,12.0,12.8,4.4,4.8,0.34937937494181587,0.3665772388814897,0.14960513505985434,0.16336883726850984,0.525233214,0.5504350170000001,0.0,2,-0.025201803000000078,0.0,-0.8000000000000007,-0.39999999999999947,-0.01719786393967382,-0.013763702208655498
2014-2015,2014-10-05,Tottenham,Southampton,1,0,H,9,7,4,3,2.15,3.36,3.47,0.0,0.0,0.44444395061783265,0.4285708163274053,0.11111098765445816,0.0,8,13,1.4,2.0,10.6,13.2,3.4,6.0,0.3260313579798796,0.4463526358618424,0.10444434641987126,0.1525676569664335,0.100196936,0.200285057,0.0,-5,-0.10008812099999999,-0.6000000000000001,-2.5999999999999996,-2.6,-0.12032127788196278,-0.048123310546562256
2014-2015,2014-10-05,West Ham,QPR,2,0,H,11,10,3,3,1.9,3.48,4.23,0.0,0.0,0.2727270247936138,0.2999997000003,0.1818180165290759,0.0,7,4,2.0,0.8,12.6,13.4,5.0,3.0,0.4133479494995334,0.20984110222741154,0.17183237046236746,0.050158694915623615,-0.274674748,0.0,0.0,3,-0.274674748,1.2,-0.8000000000000007,2.0,0.20350684727212187,0.12167367554674385
2014-2015,2014-10-18,Southampton,Sunderland,8,0,H,20,12,11,1,1.57,3.88,6.56,0.0,0.0,0.5499997250001375,0.08333326388894677,0.3999998000001,0.0,13,8,2.0,1.0,13.0,11.8,6.2,3.8,0.4820668616272453,0.3090473349762076,0.1525676569664335,0.14166646180585793,0.200285057,-0.474764554,0.0,5,0.6750496109999999,1.0,1.1999999999999993,2.4000000000000004,0.1730195266510377,0.010901195160575583
2014-2015,2014-10-18,Newcastle,Leicester,1,0,H,19,7,6,2,2.19,3.45,3.31,0.0,0.0,0.31578930747931183,0.2857138775516035,0.05263155124655198,0.0,4,9,1.4,1.8,15.4,10.8,4.0,3.2,0.29072196978774706,0.2669045179868284,0.09377770347661094,0.1405554373920833,-0.39979221299999995,0.0,0.0,-5,-0.39979221299999995,-0.40000000000000013,4.6,0.7999999999999998,0.023817451800918654,-0.04677773391547235
2014-2015,2014-10-18,Man City,Tottenham,4,1,H,20,19,12,7,1.46,4.49,7.29,0.0,0.0,0.59999970000015,0.36842085872586383,0.19999990000005,0.05263155124655198,14,11,1.8,0.8,18.8,8.8,5.4,3.2,0.29351835132811666,0.3593646234120709,0.09398143040426402,0.08222212419766275,1.62516313,0.100196936,0.0,3,1.524966194,1.0,10.0,2.2,-0.06584627208395427,0.011759306206601261
2014-2015,2014-10-18,Burnley,West Ham,1,3,A,17,22,3,6,2.75,3.29,2.63,0.0,0.0,0.1764704844291268,0.27272714876038695,0.058823494809708936,0.13636357438019348,4,10,0.4,1.8,11.4,11.4,3.6,4.0,0.31180007132316845,0.3737757627627219,0.039999960000040004,0.1729018768823573,0.0,-0.274674748,0.0,-6,0.274674748,-1.4,0.0,-0.3999999999999999,-0.06197569143955345,-0.1329019168823173
2014-2015,2014-10-18,Crystal Palace,Chelsea,1,2,A,7,14,4,5,7.96,4.51,1.43,0.0,0.0,0.571427755103207,0.35714260204099857,0.14285693877580175,0.1428570408163994,8,19,1.6,3.2,12.6,13.8,4.2,6.0,0.3308871781203498,0.4761860735882271,0.13499988270843782,0.27621332871482174,-0.37543917600000004,1.100271075,0.0,-11,-1.475710251,-1.6,-1.200000000000001,-1.7999999999999998,-0.14529889546787733,-0.1412134460063839
2014-2015,2014-10-18,Arsenal,Hull,2,2,D,25,4,9,4,1.41,4.67,8.03,0.0,0.0,0.3599998560000576,0.9999975000062501,0.0799999680000128,0.49999875000312505,10,9,1.4,1.8,14.8,11.0,4.2,3.8,0.2716664715510818,0.3624238913991812,0.11416656353019308,0.16525236972568755,0.6746014779999999,-0.37492496200000003,0.0,1,1.04952644,-0.40000000000000013,3.8000000000000007,0.40000000000000036,-0.09075741984809937,-0.051085806195494465
2014-2015,2014-10-18,Everton,Aston Villa,3,0,H,15,10,6,2,1.58,3.96,6.2,0.0,0.0,0.39999973333351113,0.1999998000002,0.19999986666675557,0.0,6,10,1.8,0.6,13.2,7.0,5.6,1.8,0.4365771813815315,0.24129834770056183,0.13336887976845171,0.07636352330597518,0.5504350170000001,-0.549673882,0.0,-4,1.100108899,1.2000000000000002,6.199999999999999,3.8,0.19527883368096968,0.057005356462476536
2014-2015,2014-10-19,QPR,Liverpool,2,3,A,15,15,6,5,5.98,4.03,1.58,0.0,0.0,0.39999973333351113,0.3333331111112593,0.1333332444445037,0.19999986666675557,4,10,0.8,1.4,13.6,17.8,3.4,5.8,0.2476188446965799,0.33648851553242054,0.050158694915623615,0.08286184889846629,0.0,1.274698608,0.0,-6,-1.274698608,-0.5999999999999999,-4.200000000000001,-2.4,-0.08886967083584063,-0.032703153982842674
2014-2015,2014-10-19,Stoke,Swansea,2,1,H,17,13,3,5,2.46,3.24,2.99,0.0,0.0,0.1764704844291268,0.38461508875762407,0.11764698961941787,0.07692301775152481,8,11,1.0,1.4,12.4,9.8,3.6,3.6,0.3313849365528332,0.3425104348814364,0.11341977968593542,0.11272717994498146,-0.17678513199999998,0.000228872,0.0,-3,-0.17701400399999997,-0.3999999999999999,2.5999999999999996,0.0,-0.011125498328603212,0.000692599740953953
2014-2015,2014-10-20,West Brom,Man United,2,2,D,8,22,2,7,4.83,3.83,1.73,0.0,0.0,0.24999968750039064,0.31818167355378474,0.24999968750039064,0.09090904958679565,8,11,1.2,2.2,13.0,13.0,3.4,4.6,0.2831815510281686,0.3427127327195573,0.08499992875006908,0.1562718039487351,-0.399399124,0.525233214,0.0,-3,-0.924632338,-1.0000000000000002,0.0,-1.1999999999999997,-0.05953118169138871,-0.07127187519866603
2014-2015,2014-10-25,West Ham,Man City,2,1,H,12,21,4,5,6.07,4.34,1.53,0.0,0.0,0.33333305555578707,0.2380951247166073,0.16666652777789354,0.04761902494332146,13,17,2.2,2.6,15.0,19.6,4.8,7.4,0.3283214425141742,0.3885183069531369,0.1501747167580835,0.13398141040427403,-0.274674748,1.62516313,0.0,-4,-1.899837878,-0.3999999999999999,-4.600000000000001,-2.6000000000000005,-0.06019686443896266,0.016193306353809472
2014-2015,2014-10-25,West Brom,Crystal Palace,2,2,D,17,8,4,6,1.88,3.46,4.37,0.0,0.0,0.23529397923883574,0.7499990625011719,0.11764698961941787,0.24999968750039064,9,8,1.6,1.2,11.4,11.6,3.4,3.6,0.30818150415323703,0.3285061596964657,0.1349998662501472,0.11357131213023011,-0.399399124,-0.37543917600000004,0.0,1,-0.023959947999999953,0.40000000000000013,-0.1999999999999993,-0.20000000000000018,-0.020324655543228654,0.021428554119917093
2014-2015,2014-10-25,Swansea,Leicester,2,0,H,7,9,3,4,1.9,3.53,4.13,0.0,0.0,0.4285708163274053,0.44444395061783265,0.2857138775516035,0.0,11,9,1.0,1.6,9.4,10.4,3.0,3.0,0.3127668570773583,0.2573807009044742,0.08811181016193533,0.11833323986119167,0.000228872,0.0,0.0,2,0.000228872,-0.6000000000000001,-1.0,0.0,0.055386156172884116,-0.03022142969925634
2014-2015,2014-10-25,Southampton,Stoke,1,0,H,20,8,2,1,1.6,3.88,5.99,0.0,0.0,0.099999950000025,0.12499984375019532,0.0499999750000125,0.0,16,11,3.0,1.2,13.4,14.4,6.8,3.8,0.5031779671210724,0.30953625792833783,0.19923430215162838,0.10837778985465865,0.200285057,-0.17678513199999998,0.0,5,0.377070189,1.8,-1.0,3.0,0.1936417091927346,0.09085651229696973
2014-2015,2014-10-25,Liverpool,Hull,0,0,D,17,6,4,3,1.43,4.55,7.75,0.0,0.0,0.23529397923883574,0.4999991666680556,0.0,0.0,13,10,1.4,2.0,17.4,10.0,5.2,4.0,0.3090375460591381,0.4957567988077563,0.08756772534599205,0.24302992219542094,1.274698608,-0.37492496200000003,0.0,3,1.6496235700000002,-0.6000000000000001,7.399999999999999,1.2000000000000002,-0.18671925274861823,-0.15546219684942889
2014-2015,2014-10-25,Sunderland,Arsenal,0,2,A,11,15,3,5,5.05,3.7,1.72,0.0,0.0,0.2727270247936138,0.3333331111112593,0.0,0.1333332444445037,8,11,1.0,1.6,11.0,15.0,2.8,4.8,0.2507140346289677,0.29366646358441795,0.14166646180585793,0.1218332272690831,-0.474764554,0.6746014779999999,0.0,-3,-1.1493660319999999,-0.6000000000000001,-4.0,-2.0,-0.04295242895545026,0.019833234536774824
2014-2015,2014-10-26,Burnley,Everton,1,3,A,14,15,3,6,4.46,3.56,1.83,0.0,0.0,0.21428556122459913,0.39999973333351113,0.0714285204081997,0.19999986666675557,4,9,0.6,1.8,13.0,12.8,3.6,5.4,0.28042757561631887,0.4342242353146412,0.05176465896198179,0.13807475621597748,0.0,0.5504350170000001,0.0,-5,-0.5504350170000001,-1.2000000000000002,0.1999999999999993,-1.8000000000000003,-0.15379665969832235,-0.08631009725399569
2014-2015,2014-10-26,Man United,Chelsea,1,1,D,19,9,7,4,2.84,3.38,2.48,0.0,0.0,0.36842085872586383,0.44444395061783265,0.05263155124655198,0.11111098765445816,12,22,2.6,2.4,16.0,14.2,5.6,5.4,0.34920629191999353,0.41428137177411195,0.17445361386609423,0.2047848202113655,0.525233214,1.100271075,0.0,-10,-0.575037861,0.20000000000000018,1.8000000000000007,0.1999999999999993,-0.06507507985411842,-0.030331206345271255
2014-2015,2014-10-26,Tottenham,Newcastle,1,2,A,17,8,2,2,1.74,3.74,4.78,0.0,0.0,0.11764698961941787,0.24999968750039064,0.058823494809708936,0.24999968750039064,11,7,1.0,1.0,11.2,15.6,4.4,4.4,0.4044774074020833,0.3094354115305093,0.09274843444697314,0.07097069891109622,0.100196936,-0.39979221299999995,0.0,4,0.49998914899999997,0.0,-4.4,0.0,0.09504199587157403,0.02177773553587692
2014-2015,2014-10-27,QPR,Aston Villa,2,0,H,11,15,4,6,2.33,3.2,3.23,0.0,0.0,0.3636360330581518,0.39999973333351113,0.1818180165290759,0.0,4,10,1.0,0.2,13.0,6.8,3.6,1.4,0.27206326667190694,0.20857110108897148,0.06571423886624932,0.039999920000160005,0.0,-0.549673882,0.0,-6,0.549673882,0.8,6.2,2.2,0.06349216558293547,0.02571431886608931
2014-2015,2014-11-01,Stoke,West Ham,2,2,D,21,10,6,2,2.36,3.29,3.12,0.0,0.0,0.28571414965992875,0.1999998000002,0.09523804988664292,0.1999998000002,11,16,1.2,2.2,11.2,14.2,3.2,4.8,0.3012029072339267,0.34498808487531213,0.10837778985465865,0.15850803793865245,-0.17678513199999998,-0.274674748,0.0,-5,0.09788961600000004,-1.0000000000000002,-3.0,-1.5999999999999996,-0.04378517764138545,-0.0501302480839938
2014-2015,2014-11-01,Newcastle,Liverpool,1,0,H,14,6,3,3,3.72,3.54,2.01,0.0,0.0,0.21428556122459913,0.4999991666680556,0.0714285204081997,0.0,10,14,1.4,1.4,15.4,17.2,4.0,5.8,0.2705465589070209,0.3449852369686302,0.12097063641117436,0.08756772534599205,-0.39979221299999995,1.274698608,0.0,-4,-1.674490821,0.0,-1.799999999999999,-1.7999999999999998,-0.07443867806160931,0.03340291106518231
2014-2015,2014-11-01,Leicester,West Brom,0,1,A,14,8,5,3,2.27,3.37,3.2,0.0,0.0,0.35714260204099857,0.37499953125058594,0.0,0.12499984375019532,9,10,1.4,2.0,10.6,12.6,3.6,4.0,0.32126952227800165,0.33705849834809654,0.0933332711111526,0.1585292641740308,0.0,-0.399399124,0.0,-1,0.399399124,-0.6000000000000001,-2.0,-0.3999999999999999,-0.015788976070094884,-0.0651959930628782
2014-2015,2014-11-01,Hull,Southampton,0,1,A,8,10,1,3,3.85,3.42,2.01,0.0,0.0,0.12499984375019532,0.2999997000003,0.0,0.0999999000001,11,19,1.6,2.4,9.0,15.4,3.4,5.8,0.4866658222239219,0.3831780971209375,0.20666631888960577,0.1292343771515509,-0.37492496200000003,0.200285057,0.0,-8,-0.575210019,-0.7999999999999998,-6.4,-2.4,0.10348772510298443,0.07743194173805487
2014-2015,2014-11-01,Chelsea,QPR,2,1,H,18,7,8,1,1.17,7.6,16.97,0.0,0.0,0.4444441975310014,0.14285693877580175,0.11111104938275035,0.14285693877580175,23,7,1.8,1.4,10.2,13.4,4.4,4.0,0.4411012177835213,0.3003460782217541,0.19942082035818726,0.1020778421720645,1.100271075,0.0,0.0,16,1.100271075,0.40000000000000013,-3.200000000000001,0.40000000000000036,0.14075513956176722,0.09734297818612275
2014-2015,2014-11-01,Arsenal,Burnley,3,0,H,32,6,13,2,1.27,5.81,11.61,0.0,0.0,0.4062498730469146,0.33333277777870374,0.09374997070313415,0.0,14,4,1.6,0.8,15.0,13.6,4.6,3.6,0.2803331391399676,0.26873928290251586,0.12183322726908308,0.06605036304362173,0.6746014779999999,0.0,0.0,10,0.6746014779999999,0.8,1.4000000000000004,0.9999999999999996,0.011593856237451738,0.055782864225461345
2014-2015,2014-11-01,Everton,Swansea,0,0,D,17,8,3,0,1.72,3.64,5.15,0.0,0.0,0.1764704844291268,0.0,0.0,0.0,12,14,2.0,1.0,13.6,8.6,5.8,3.2,0.44149697536971305,0.36211741703702416,0.1417111262435134,0.10889098236644083,0.5504350170000001,0.000228872,0.0,-2,0.5502061450000001,1.0,5.0,2.5999999999999996,0.0793795583326889,0.03282014387707256
2014-2015,2014-11-02,Aston Villa,Tottenham,1,2,A,12,18,1,7,3.72,3.4,2.05,0.13724416114735322,0.5042079577710273,0.08333326388894677,0.3888886728396262,0.08333326388894677,0.11111104938275035,10,11,0.0,0.8,8.8,11.6,2.4,3.6,0.24857112775551368,0.34800685865926473,0.0,0.07784648452001419,-0.549673882,0.100196936,-0.3669637966236741,-1,-0.649870818,-0.8,-2.799999999999999,-1.2000000000000002,-0.09943573090375105,-0.07784648452001419
2014-2015,2014-11-02,Man City,Man United,1,0,H,16,9,6,2,1.88,3.65,4.07,0.8974901648324286,0.9417359693242368,0.3749997656251465,0.22222197530891633,0.06249996093752441,0.0,17,13,2.4,2.0,20.8,16.0,6.8,5.2,0.3294707363408554,0.3281536714213728,0.11683856650403757,0.14287468311816304,1.62516313,0.525233214,-0.04424580449180815,4,1.099929916,0.3999999999999999,4.800000000000001,1.5999999999999996,0.00131706491948258,-0.02603611661412547
2014-2015,2014-11-03,Crystal Palace,Sunderland,1,3,A,9,8,1,7,2.07,3.35,3.73,0.06946865195956377,0.0,0.11111098765445816,0.8749989062513672,0.11111098765445816,0.37499953125058594,9,8,1.6,0.6,10.4,12.0,4.2,3.2,0.4356488599517803,0.2719261618098201,0.16357124963030825,0.07499990625011718,-0.37543917600000004,-0.474764554,0.06946865195956377,1,0.09932537799999996,1.0,-1.5999999999999996,1.0,0.16372269814196022,0.08857134338019107
2014-2015,2014-11-08,West Ham,Aston Villa,0,0,D,21,12,5,4,1.72,3.64,5.19,0.15238284945968825,0.13724416114735322,0.2380951247166073,0.33333305555578707,0.0,0.0,17,10,2.0,0.2,13.6,10.0,3.8,2.2,0.2772958200232174,0.1985712249775623,0.15235418728777755,0.016666652777789354,-0.274674748,-0.549673882,0.01513868831233503,7,0.274999134,1.8,3.5999999999999996,1.5999999999999996,0.0787245950456551,0.1356875345099882
2014-2015,2014-11-08,Southampton,Leicester,2,0,H,18,5,6,0,1.43,4.5,7.92,0.24986305462875352,0.02967979682286739,0.33333314814825105,0.0,0.11111104938275035,0.0,22,9,2.4,0.4,15.2,10.4,5.6,3.6,0.3704508305093671,0.3260314204639495,0.1310525554986633,0.02666664888890074,0.200285057,0.0,0.22018325780588613,13,0.200285057,2.0,4.799999999999999,1.9999999999999996,0.04441941004541761,0.10438590660976255
2014-2015,2014-11-08,QPR,Man City,2,2,D,17,23,4,6,6.74,4.5,1.47,0.0,0.8974901648324286,0.23529397923883574,0.26086945179589055,0.11764698961941787,0.08695648393196351,7,20,1.2,2.4,10.6,20.8,3.2,7.2,0.28129844103359297,0.35447072071586516,0.11160161994989629,0.11683856650403757,0.0,1.62516313,-0.8974901648324286,-13,-1.62516313,-1.2,-10.200000000000001,-4.0,-0.07317227968227219,-0.005236946554141281
2014-2015,2014-11-08,Liverpool,Chelsea,1,2,A,12,15,4,5,3.27,3.32,2.26,0.6515362780738011,0.905333399731089,0.33333305555578707,0.3333331111112593,0.08333326388894677,0.1333332444445037,14,26,1.2,2.0,16.2,12.6,5.4,5.6,0.35407606203770337,0.46332350173398085,0.06938592369308447,0.18830975245686696,1.274698608,1.100271075,-0.25379712165728785,-12,0.17442753300000002,-0.8,3.5999999999999996,-0.1999999999999993,-0.10924743969627748,-0.11892382876378249
2014-2015,2014-11-08,Burnley,Hull,1,0,H,14,12,3,1,2.49,3.28,2.91,0.00896369702704049,0.0,0.21428556122459913,0.08333326388894677,0.0714285204081997,0.0,4,11,0.8,1.2,11.4,8.6,2.8,3.0,0.2648176446866059,0.451665850973901,0.06605036304362173,0.16666635888956574,0.0,-0.37492496200000003,0.00896369702704049,-7,0.37492496200000003,-0.3999999999999999,2.8000000000000007,-0.20000000000000018,-0.1868482062872951,-0.10061599584594401
2014-2015,2014-11-08,Man United,Crystal Palace,1,0,H,23,6,5,1,1.3,5.53,10.42,0.9417359693242368,0.06946865195956377,0.21739120982990878,0.16666638888935187,0.043478241965981754,0.0,13,9,1.4,1.2,14.6,10.2,4.6,3.8,0.31009810554563166,0.3978711174826119,0.1053747065556484,0.12579350716113985,0.525233214,-0.37543917600000004,0.872267317364673,4,0.90067239,0.19999999999999996,4.4,0.7999999999999998,-0.08777301193698023,-0.02041880060549145
2014-2015,2014-11-09,Sunderland,Everton,1,1,D,10,16,3,7,3.82,3.4,2.02,0.0,0.2857178427369155,0.2999997000003,0.4374997265626709,0.0999999000001,0.06249996093752441,11,13,1.2,1.6,10.8,13.6,3.4,5.2,0.36121171857025386,0.4062028784838877,0.14999981250023436,0.11818172831962981,-0.474764554,0.5504350170000001,-0.2857178427369155,-2,-1.0251995710000001,-0.40000000000000013,-2.799999999999999,-1.8000000000000003,-0.04499115991363384,0.031818084180604556
2014-2015,2014-11-09,Swansea,Arsenal,2,1,H,11,12,5,4,3.5,3.36,2.14,0.0,0.8303620337632588,0.45454504132268975,0.33333305555578707,0.1818180165290759,0.08333326388894677,15,17,1.0,1.6,9.2,19.6,2.8,6.6,0.2821175770367042,0.2949165211566756,0.10889098236644083,0.07391662881703502,0.000228872,0.6746014779999999,-0.8303620337632588,-2,-0.6743726059999999,-0.6000000000000001,-10.400000000000002,-3.8,-0.0127989441199714,0.03497435354940581
2014-2015,2014-11-09,Tottenham,Stoke,1,2,A,14,11,4,4,1.67,3.72,5.48,0.5042079577710273,0.0,0.2857140816327988,0.3636360330581518,0.0714285204081997,0.1818180165290759,14,12,1.2,1.2,13.8,13.8,4.8,3.6,0.3972132054720296,0.25834586216575617,0.10006869439656425,0.0774254623319091,0.100196936,-0.17678513199999998,0.5042079577710273,2,0.27698206799999997,0.0,0.0,1.1999999999999997,0.13886734330627343,0.022643232064655155
2014-2015,2014-11-09,West Brom,Newcastle,0,2,A,10,8,2,3,2.26,3.34,3.26,0.0,0.19102634330959614,0.1999998000002,0.37499953125058594,0.0,0.24999968750039064,13,13,2.0,1.2,12.2,13.2,3.8,3.2,0.33205848459813375,0.25740369355193177,0.16352925292404982,0.11925634689281173,-0.399399124,-0.39979221299999995,-0.19102634330959614,0,0.0003930889999999576,0.8,-1.0,0.5999999999999996,0.07465479104620198,0.044272906031238096
2014-2015,2014-11-22,Stoke,Burnley,1,2,A,25,5,4,4,1.69,3.66,5.49,0.0,0.00896369702704049,0.1599999360000256,0.7999984000032001,0.0399999840000064,0.39999920000160005,15,7,1.4,1.0,13.6,12.2,3.8,3.0,0.2810731104440185,0.26767479693148577,0.09712241285993492,0.08033606712526167,-0.17678513199999998,0.0,-0.00896369702704049,8,-0.17678513199999998,0.3999999999999999,1.4000000000000004,0.7999999999999998,0.013398313512532734,0.016786345734673247
2014-2015,2014-11-22,Newcastle,QPR,1,0,H,14,13,6,4,1.82,3.55,4.56,0.19159902395299036,0.0,0.42857112244919826,0.30769207100609924,0.0714285204081997,0.0,16,8,1.6,1.4,11.6,12.0,3.6,3.6,0.31990360761454406,0.28835727688132007,0.16925628439288984,0.11513103787375985,-0.39979221299999995,0.0,0.19159902395299036,8,-0.39979221299999995,0.20000000000000018,-0.40000000000000036,0.0,0.03154633073322399,0.05412524651912999
2014-2015,2014-11-22,Man City,Swansea,2,1,H,23,8,10,3,1.37,5.01,8.24,0.8974901648324286,0.0,0.43478241965981757,0.37499953125058594,0.08695648393196351,0.12499984375019532,21,18,2.0,1.4,21.4,10.0,7.2,3.6,0.34664464107502824,0.3444551975460818,0.09422988329042029,0.14525458567225602,1.62516313,0.000228872,0.8974901648324286,3,1.624934258,0.6000000000000001,11.399999999999999,3.6,0.0021894435289464553,-0.051024702381835735
2014-2015,2014-11-22,Leicester,Sunderland,0,0,D,13,10,4,5,2.1,3.34,3.69,0.02967979682286739,0.0,0.30769207100609924,0.49999950000050003,0.0,0.0,9,12,0.4,1.4,10.0,9.8,3.4,3.4,0.2974600327087892,0.3812116852369628,0.02666664888890074,0.16999979250025438,0.0,-0.474764554,0.02967979682286739,-3,0.474764554,-0.9999999999999999,0.1999999999999993,0.0,-0.08375165252817363,-0.14333314361135363
2014-2015,2014-11-22,Everton,West Ham,2,1,H,14,14,4,3,1.83,3.6,4.46,0.2857178427369155,0.15126238733130823,0.2857140816327988,0.21428556122459913,0.1428570408163994,0.0714285204081997,14,18,1.6,1.8,14.6,15.2,5.6,4.0,0.4027938155318839,0.263376430765319,0.1124999188542271,0.13696958373747256,0.5504350170000001,-0.274674748,0.13445545540560724,-4,0.8251097650000001,-0.19999999999999996,-0.5999999999999996,1.5999999999999996,0.1394173847665649,-0.024469664883245465
2014-2015,2014-11-22,Chelsea,West Brom,2,0,H,21,5,8,1,1.23,6.22,13.88,0.905333399731089,0.0,0.38095219954657167,0.19999960000080003,0.09523804988664292,0.0,29,13,1.8,1.2,12.2,10.2,5.0,3.0,0.43587253226069833,0.31205847459815866,0.17968230445994232,0.12352927292403984,1.100271075,-0.399399124,0.905333399731089,16,1.499670199,0.6000000000000001,2.0,2.0,0.12381405766253967,0.05615303153590248
2014-2015,2014-11-22,Arsenal,Man United,1,2,A,23,12,9,2,2.15,3.46,3.4,0.8236392609929785,0.9417359693242368,0.3913041776938358,0.16666652777789354,0.043478241965981754,0.16666652777789354,17,16,1.6,1.2,18.8,17.6,6.2,5.0,0.2865831791428037,0.2785764412614962,0.07808328940731948,0.06407041744876663,0.6746014779999999,0.525233214,-0.1180967083312583,1,0.14936826399999992,0.40000000000000013,1.1999999999999993,1.2000000000000002,0.008006737881307457,0.014012871958552858
2014-2015,2014-11-23,Crystal Palace,Liverpool,3,1,H,15,12,5,1,4.41,3.5,1.86,0.06946865195956377,0.6515362780738011,0.3333331111112593,0.08333326388894677,0.19999986666675557,0.08333326388894677,9,14,0.8,1.2,8.2,13.8,2.8,4.6,0.356204442135453,0.35407603425996037,0.10079352278613012,0.07771924660976126,-0.37543917600000004,1.274698608,-0.5820676261142373,-5,-1.650137784,-0.3999999999999999,-5.600000000000001,-1.7999999999999998,0.0021284078754926217,0.023074276176368855
2014-2015,2014-11-23,Hull,Tottenham,1,2,A,10,23,2,6,3.48,3.33,2.16,0.0,0.5042079577710273,0.1999998000002,0.26086945179589055,0.0999999000001,0.08695648393196351,11,14,0.8,1.2,9.0,15.4,2.2,4.8,0.3683326037515903,0.32102291068710787,0.12666639888952574,0.08102112070033382,-0.37492496200000003,0.100196936,-0.5042079577710273,-3,-0.47512189800000004,-0.3999999999999999,-6.4,-2.5999999999999996,0.04730969306448246,0.045645278189191923
2014-2015,2014-11-24,Aston Villa,Southampton,1,1,D,7,15,1,4,5.02,3.59,1.74,0.13948508540411333,0.2504108361137393,0.14285693877580175,0.2666664888890074,0.14285693877580175,0.06666662222225185,11,25,0.2,2.4,11.0,15.0,2.8,5.0,0.23666644833355938,0.3423806678952238,0.016666652777789354,0.13222214487659256,-0.549673882,0.200285057,-0.11092575070962599,-14,-0.749958939,-2.1999999999999997,-4.0,-2.2,-0.10571421956166444,-0.11555549209880321
2014-2015,2014-11-29,West Ham,Newcastle,1,0,H,12,7,3,1,2.12,3.34,3.56,0.15126238733130823,0.19159902395299036,0.24999979166684028,0.14285693877580175,0.08333326388894677,0.0,18,19,1.6,1.4,15.8,12.6,4.0,4.0,0.2516881380515161,0.3167290419808172,0.11489168451329734,0.13909759341274652,-0.274674748,-0.39979221299999995,-0.04033663662168213,-1,0.12511746499999993,0.20000000000000018,3.200000000000001,0.0,-0.06504090392930112,-0.02420590889944918
2014-2015,2014-11-29,Swansea,Crystal Palace,1,1,D,18,11,4,5,1.78,3.57,4.8,0.0,0.06946865195956377,0.2222220987655007,0.45454504132268975,0.055555524691375174,0.09090900826453795,18,12,1.2,1.4,9.4,9.0,3.2,3.4,0.32854609553166103,0.38650746105188966,0.13389095111647992,0.14079349611948122,0.000228872,-0.37543917600000004,-0.06946865195956377,6,0.37566804800000003,-0.19999999999999996,0.40000000000000036,-0.19999999999999973,-0.057961365520228625,-0.006902545003001304
